"ID";"Nazwa";"Adresy URL zdjęcia (x,y,z...)";"Opis";"Cecha(Nazwa:Wartość:Pozycja:Indywidualne)";"Cena zawiera podatek. (brutto)";"ID reguły podatku";"Kategorie (x,y,z...)";"Marka";"Indeks #";"Podsumowanie";"Ilość"
"149";"Lampa Sufitowa Szklane Klosze Plafon";"https://light-home.pl/2005-thickbox_default/lampa-sufitowa-4-plomienna-szklane-klosze-plafon.jpg,https://light-home.pl/2004-thickbox_default/lampa-sufitowa-4-plomienna-szklane-klosze-plafon.jpg,https://light-home.pl/2006-thickbox_default/lampa-sufitowa-4-plomienna-szklane-klosze-plafon.jpg,https://light-home.pl/2007-thickbox_default/lampa-sufitowa-4-plomienna-szklane-klosze-plafon.jpg,https://light-home.pl/2008-thickbox_default/lampa-sufitowa-4-plomienna-szklane-klosze-plafon.jpg,https://light-home.pl/2009-thickbox_default/lampa-sufitowa-4-plomienna-szklane-klosze-plafon.jpg,https://light-home.pl/2010-thickbox_default/lampa-sufitowa-4-plomienna-szklane-klosze-plafon.jpg,https://light-home.pl/2011-thickbox_default/lampa-sufitowa-4-plomienna-szklane-klosze-plafon.jpg,https://light-home.pl/4067-thickbox_default/lampa-sufitowa-4-plomienna-szklane-klosze-plafon.jpg,https://light-home.pl/4068-thickbox_default/lampa-sufitowa-4-plomienna-szklane-klosze-plafon.jpg,";"<p><strong> Stylowa lampa sufitowa 4 źródła zasilania plafon </strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Materiały wykonania:Klosz szklany:2,Kolor:Brązowy:3,Kolor:Satynowy:4,Wymiary:Wysokość całkowita 26 cm / szerokość 75 cm:5,Wymiary Klosza:W zależności od wybranego modelu:6,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:7,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:8,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:9,Rodzaj gwintu:żarówka gwint E27:10,Gwarancja:24 miesiące:11,Styl:Nowoczesny:12,Styl:Klasyczny:13,Ilość źródeł światła:4 źródła:14,Regulacja wysokości:Nie:15,";"129,00 zł";"1";"30";"Light Home ";"";"";"10"
"150";"Asymetryczna Lampa Kinkiet z Metalu Nowoczesna";"https://light-home.pl/2050-thickbox_default/asymetryczna-lampa-kinkiet-z-metalu.jpg,https://light-home.pl/2051-thickbox_default/asymetryczna-lampa-kinkiet-z-metalu.jpg,https://light-home.pl/2048-thickbox_default/asymetryczna-lampa-kinkiet-z-metalu.jpg,https://light-home.pl/2049-thickbox_default/asymetryczna-lampa-kinkiet-z-metalu.jpg,https://light-home.pl/2047-thickbox_default/asymetryczna-lampa-kinkiet-z-metalu.jpg,https://light-home.pl/4042-thickbox_default/asymetryczna-lampa-kinkiet-z-metalu.jpg,https://light-home.pl/4043-thickbox_default/asymetryczna-lampa-kinkiet-z-metalu.jpg,https://light-home.pl/4045-thickbox_default/asymetryczna-lampa-kinkiet-z-metalu.jpg,https://light-home.pl/4044-thickbox_default/asymetryczna-lampa-kinkiet-z-metalu.jpg,https://light-home.pl/4046-thickbox_default/asymetryczna-lampa-kinkiet-z-metalu.jpg,";"<p><strong>Asymetryczny nowoczesny kinkiet</strong></p>";"Materiały wykonania:Metal:1,Kolor:Brąz (wenge):2,Kolor:Szary:3,Kolor:Czarny:4,Kolor:Biały:5,Kolor:Jasnoszary:6,Wymiary:Szerokość 17cm/ wysokość 14 cm/ odległość od ściany 13 cm:7,Wymiary Klosza:Szerokość 17 cm / wysokość 14 cm:8,Regulacja kąta światła:Nie:9,Zasilanie: ~230[V]/ nie wymaga transformatora:10,Kompatybilne żarówki: LED / halogen / max 20W / brak w zestawie:11,Rodzaj gwintu:żarówka gwint G9:12,Gwarancja:24 miesiące:13,Rodzaj klosza:Metalowy:14,Styl:Nowoczesny:15,Ilość źródeł światła:1 źródło:16,Regulacja wysokości:Nie:17,";"69,00 zł";"1";"41";"Light Home ";"";"";"10"
"151";"Lampa Podłogowa z Abażurem Różne Wzory";"https://light-home.pl/3410-thickbox_default/lampa-stojaca-z-abazurem.jpg,https://light-home.pl/3411-thickbox_default/lampa-stojaca-z-abazurem.jpg,https://light-home.pl/3412-thickbox_default/lampa-stojaca-z-abazurem.jpg,https://light-home.pl/3413-thickbox_default/lampa-stojaca-z-abazurem.jpg,https://light-home.pl/3415-thickbox_default/lampa-stojaca-z-abazurem.jpg,https://light-home.pl/4015-thickbox_default/lampa-stojaca-z-abazurem.jpg,https://light-home.pl/5050-thickbox_default/lampa-stojaca-z-abazurem.jpg,https://light-home.pl/4014-thickbox_default/lampa-stojaca-z-abazurem.jpg,";"<p><strong>Lampa stojąca z abażurem<br/></strong><br/> Piękna lampa stojąca z wieloma wzorami abażurów do wyboru pozwoli Ci idealnie skomponować oświetlenie ze stylem pokoju, które urządzasz.<br/><br/><strong>Gdzie najlepiej prezentuje się nowoczesna lampa podłogowa?<br/></strong><br/> Abażur we wzory z miastami bądź kwiatami świetnie sprawdzi się w sypialni, gdzie nada przytulnego i magicznego klimatu. Lampa stojąca może pełnić rolę oświetlenia wspomagającego w pokoju dziecięcym. Abażur z samochodem spodoba się każdemu małemu chłopcy, a pomysłowy abażur z mapą świata pomoże poszerzyć dziecku horyzonty.<br/><br/><strong>Jakie zalety posiada stylowa lampa stojąca?<br/></strong><br/>Dzięki możliwości wyboru koloru konstrukcji oraz wzoru abażura, możesz stworzyć własną, indywidualną lampę, która wspaniale odda charakter Twoich wnętrz. Ponadto lampa posiada włącznik – wyłącznik nożny, dzięki czemu obsługa oświetlenia jest prosta i przyjemna. Dodatkowym atutem lampy podłogowej jest to, że można ją przenosić bez konieczności demontażu, jak w przypadku lamp wiszących. Lampa zasilana jest żarówkami LED, zwykłymi lub energooszczędnymi o gwincie E-27.</p>";"Materiały wykonania:Metal w powłoce chromowej:1,Materiały wykonania:Abażur z PCV:2,Kolor:Czarny:3,Kolor:Szary:4,Kolor:Biały:5,Wymiary:Szerokość 35 [cm] wysokość z abażurem 154[cm]:6,Wymiary Klosza:wys. 20/ szer. 35 [cm]:7,Regulacja kąta światła:Nie:8,Zasilanie: ~230[V]/ nie wymaga transformatora:9,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:10,Rodzaj gwintu:żarówka gwint E27:11,Gwarancja:24 miesiące:12,Styl:Nowoczesny:13,Kształt abażura:Okrągły:14,Ilość źródeł światła:1 źródło:15,Regulacja wysokości:Nie:16,";"159,00 zł";"1";"11";"Light Home ";"";"";"10"
"152";"Lampa Wisząca Dekoracyjny Abażur Drut";"https://light-home.pl/2132-thickbox_default/lampa-wiszaca-1-plomienna-dekoracyjny-abazur.jpg,https://light-home.pl/2129-thickbox_default/lampa-wiszaca-1-plomienna-dekoracyjny-abazur.jpg,https://light-home.pl/2131-thickbox_default/lampa-wiszaca-1-plomienna-dekoracyjny-abazur.jpg,https://light-home.pl/2130-thickbox_default/lampa-wiszaca-1-plomienna-dekoracyjny-abazur.jpg,https://light-home.pl/2247-thickbox_default/lampa-wiszaca-1-plomienna-dekoracyjny-abazur.jpg,https://light-home.pl/2248-thickbox_default/lampa-wiszaca-1-plomienna-dekoracyjny-abazur.jpg,https://light-home.pl/4010-thickbox_default/lampa-wiszaca-1-plomienna-dekoracyjny-abazur.jpg,https://light-home.pl/4011-thickbox_default/lampa-wiszaca-1-plomienna-dekoracyjny-abazur.jpg,https://light-home.pl/4009-thickbox_default/lampa-wiszaca-1-plomienna-dekoracyjny-abazur.jpg,https://light-home.pl/4008-thickbox_default/lampa-wiszaca-1-plomienna-dekoracyjny-abazur.jpg,https://light-home.pl/4012-thickbox_default/lampa-wiszaca-1-plomienna-dekoracyjny-abazur.jpg,";"<p><strong>Dekoracyjna lampa wisząca z abażurem</strong></p>";"Materiały wykonania:Metal:1,Materiały wykonania:Abażur z materiału:2,Kolor:Czarny:3,Kolor:Biały:4,Kolor linki:Biała/ czarna:5,Wymiary:Wysokość całkowita - 100 cm - regulowana / szerokość 35 cm:6,Wymiary Klosza:Wysokość 28 cm / szerokość 35 cm:7,Regulacja kąta światła:Nie:8,Zasilanie: ~230[V]/ nie wymaga transformatora:9,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:10,Rodzaj gwintu:żarówka gwint E27:11,Gwarancja:24 miesiące:12,Styl:Klasyczny:13,Styl:Nowoczesny:14,Kształt abażura:Okrągły:15,Ilość źródeł światła:1 źródło:16,Regulacja wysokości:Tak:17,";"79,00 zł";"1";"16";"Light Home ";"";"";"10"
"153";"Lampa Klasyczna z Abażurem Wisząca Stylowa";"https://light-home.pl/2135-thickbox_default/lampa-klasyczna-z-abazurem-wiszaca-stylowa.jpg,https://light-home.pl/2133-thickbox_default/lampa-klasyczna-z-abazurem-wiszaca-stylowa.jpg,https://light-home.pl/2134-thickbox_default/lampa-klasyczna-z-abazurem-wiszaca-stylowa.jpg,https://light-home.pl/2136-thickbox_default/lampa-klasyczna-z-abazurem-wiszaca-stylowa.jpg,https://light-home.pl/4002-thickbox_default/lampa-klasyczna-z-abazurem-wiszaca-stylowa.jpg,https://light-home.pl/4004-thickbox_default/lampa-klasyczna-z-abazurem-wiszaca-stylowa.jpg,https://light-home.pl/4006-thickbox_default/lampa-klasyczna-z-abazurem-wiszaca-stylowa.jpg,https://light-home.pl/4007-thickbox_default/lampa-klasyczna-z-abazurem-wiszaca-stylowa.jpg,https://light-home.pl/4003-thickbox_default/lampa-klasyczna-z-abazurem-wiszaca-stylowa.jpg,https://light-home.pl/4001-thickbox_default/lampa-klasyczna-z-abazurem-wiszaca-stylowa.jpg,https://light-home.pl/4005-thickbox_default/lampa-klasyczna-z-abazurem-wiszaca-stylowa.jpg,";"<p><strong>Elegancka lampa wisząca z abażurem</strong></p>";"Materiały wykonania:Metal:1,Materiały wykonania:Abażur z materiału:2,Kolor:Czarny:3,Kolor:Biały:4,Wymiary:Wysokość całkowita 100 cm (możliwość regulacji) / szerokość 30 cm:5,Wymiary Klosza:Wysokość 30 cm / szerokość 30 cm:6,Regulacja kąta światła:Nie:7,Zasilanie: ~230[V]/ nie wymaga transformatora:8,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:9,Rodzaj gwintu:żarówka gwint E27:10,Gwarancja:24 miesiące:11,Styl:Nowoczesny:12,Styl:Klasyczny:13,Kształt abażura:Stożkowy:14,Ilość źródeł światła:1 źródło:15,Regulacja wysokości:Tak:16,";"69,00 zł";"1";"4";"Light Home ";"";"";"10"
"154";"Nowoczesna Lampa LOFT Wisząca Retro Diament";"https://light-home.pl/2137-thickbox_default/nowoczesna-lampa-loft-wiszaca-retro-edison.jpg,https://light-home.pl/2138-thickbox_default/nowoczesna-lampa-loft-wiszaca-retro-edison.jpg,https://light-home.pl/3740-thickbox_default/nowoczesna-lampa-loft-wiszaca-retro-edison.jpg,https://light-home.pl/3741-thickbox_default/nowoczesna-lampa-loft-wiszaca-retro-edison.jpg,https://light-home.pl/2246-thickbox_default/nowoczesna-lampa-loft-wiszaca-retro-edison.jpg,https://light-home.pl/3999-thickbox_default/nowoczesna-lampa-loft-wiszaca-retro-edison.jpg,https://light-home.pl/3998-thickbox_default/nowoczesna-lampa-loft-wiszaca-retro-edison.jpg,https://light-home.pl/4000-thickbox_default/nowoczesna-lampa-loft-wiszaca-retro-edison.jpg,";"<p><strong>Nowoczesna lampa wisząca 3-płomienna z dekoracyjnymi kloszami</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Wymiary:Wysokość całkowita 95 cm (możliwość regulacji) / szerokość w zależności od ułożenia kloszy:4,Wymiary Klosza:Wysokość 26 cm / szerokość 23 cm:5,Regulacja kąta światła:Nie:6,Zasilanie: ~230[V]/ nie wymaga transformatora:7,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metalowy:11,Styl:Nowoczesny:12,Styl:Loft:13,Ilość źródeł światła:3 źródła:14,Regulacja wysokości:Tak:15,";"129,00 zł";"1";"51";"Light Home ";"";"";"10"
"155";"Oryginalna Lampa Wisząca Nowoczesna Loft";"https://light-home.pl/2140-thickbox_default/oryginalna-lampa-wiszaca-1-plomienna-nowoczesna-loft.jpg,https://light-home.pl/2139-thickbox_default/oryginalna-lampa-wiszaca-1-plomienna-nowoczesna-loft.jpg,https://light-home.pl/3993-thickbox_default/oryginalna-lampa-wiszaca-1-plomienna-nowoczesna-loft.jpg,https://light-home.pl/3997-thickbox_default/oryginalna-lampa-wiszaca-1-plomienna-nowoczesna-loft.jpg,https://light-home.pl/3995-thickbox_default/oryginalna-lampa-wiszaca-1-plomienna-nowoczesna-loft.jpg,https://light-home.pl/3994-thickbox_default/oryginalna-lampa-wiszaca-1-plomienna-nowoczesna-loft.jpg,https://light-home.pl/3996-thickbox_default/oryginalna-lampa-wiszaca-1-plomienna-nowoczesna-loft.jpg,";"<p><strong>Nowoczesna lampa wisząca loft z odsłoniętą żarówką</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Wymiary:Wysokość całkowita 95 cm (możliwość regulacji) / szerokość 36 cm:4,Wymiary Klosza:Wysokość 23 cm / szerokość 36 cm:5,Regulacja kąta światła:Nie:6,Zasilanie: ~230[V]/ nie wymaga transformatora:7,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metalowy:11,Styl:Nowoczesny:12,Styl:Loft:13,Ilość źródeł światła:1 źródło:14,Regulacja wysokości:Tak:15,";"59,00 zł";"1";"52";"Light Home ";"";"";"10"
"156";"Industrialna Lampa Loft Wisząca Nowoczesny Klosz";"https://light-home.pl/2142-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/2141-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3991-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3992-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3990-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3988-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3987-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3986-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3989-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,";"<p><strong>Stylowa lampa wisząca industrialna loft</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Wymiary:Wysokość całkowita 95 cm - możliwość regulacji / szerokość 30 cm:4,Wymiary Klosza:Wysokość 30 cm / szerokość 30 cm:5,Regulacja kąta światła:Nie:6,Zasilanie: ~230[V]/ nie wymaga transformatora:7,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metalowy:11,Styl:Nowoczesny:12,Styl:Loft:13,Ilość źródeł światła:1 źródło:14,Regulacja wysokości:Tak:15,";"79,00 zł";"1";"26";"Light Home ";"";"";"10"
"157";"Nowoczesna Lampa Loft Wisząca Oryginalny Klosz";"https://light-home.pl/2146-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/2145-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3984-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3985-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3983-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3982-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3981-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,";"<p><strong>Nowoczesna lampa wisząca z dekoracyjnym kloszem</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Wymiary:Wysokość całkowita 95 cm - możliwość regulacji / szerokość 21 cm:4,Wymiary Klosza:Wysokość 24 cm / szerokość 21 cm:5,Regulacja kąta światła:Nie:6,Zasilanie: ~230[V]/ nie wymaga transformatora:7,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metalowy:11,Styl:Nowoczesny:12,Styl:Loft:13,Ilość źródeł światła:1 źródło:14,Regulacja wysokości:Tak:15,";"75,00 zł";"1";"35";"Light Home ";"";"";"10"
"158";"Lampa Gwiazda Wisząca Cztery Kolory Oryginalna";"https://light-home.pl/2151-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/2149-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/2150-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/2152-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3975-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3979-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3980-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3976-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3978-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,";"<p><strong>Lampa wisząca z nowoczesnym kloszem loft</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Fuksja:3,Kolor:Czarny:4,Kolor:Turkusowy:5,Wymiary:Wysokość całkowita 95 cm - możliwość regulacji / szerokość 48 cm:6,Wymiary Klosza:Wysokość 19 cm / szerokość 48 cm:7,Regulacja kąta światła:Nie:8,Zasilanie: ~230[V]/ nie wymaga transformatora:9,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:10,Rodzaj gwintu:żarówka gwint E27:11,Gwarancja:24 miesiące:12,Rodzaj klosza:Metalowy:13,Styl:Nowoczesny:14,Ilość źródeł światła:1 źródło:15,Regulacja wysokości:Tak:16,";"65,00 zł";"1";"39";"Light Home ";"";"";"10"
"159";"Lampa Wisząca Oryginalna Miedź Loft";"https://light-home.pl/2155-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3972-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3971-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3974-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,https://light-home.pl/3973-thickbox_default/lampa-loft-wiszaca-nowoczesna-1-punktowa.jpg,";"<p><strong>Lampa wisząca industrialna loft miedziana</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Miedź:2,Kolor:Czarny:3,Wymiary:Wysokość całkowita 95 cm - regulowana / szerokość 43 cm:4,Wymiary Klosza:Wysokość 23 cm / szerokość 43 cm:5,Regulacja kąta światła:Nie:6,Zasilanie: ~230[V]/ nie wymaga transformatora:7,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metalowy:11,Styl:Nowoczesny:12,Styl:Loft:13,Ilość źródeł światła:1 źródło:14,Regulacja wysokości:Tak:15,";"53,10 zł";"1";"52";"Light Home ";"ORIENT 1540/1/M";"ORIENT 1540/1/M";"10"
"160";"Lampa Sufitowa Plafon Miedziany Loft";"https://light-home.pl/2252-thickbox_default/lampa-sufitowa-plafon-miedziany-loft.jpg,https://light-home.pl/3954-thickbox_default/lampa-sufitowa-plafon-miedziany-loft.jpg,https://light-home.pl/3956-thickbox_default/lampa-sufitowa-plafon-miedziany-loft.jpg,https://light-home.pl/3953-thickbox_default/lampa-sufitowa-plafon-miedziany-loft.jpg,https://light-home.pl/3955-thickbox_default/lampa-sufitowa-plafon-miedziany-loft.jpg,";"<p><strong>Lampa sufitowa plafon loft miedziany</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Miedź:2,Wymiary:Wysokość całkowita 30 cm / szerokość 23 cm:3,Wymiary Klosza:Wysokość 26 cm / szerokość 23 cm:4,Regulacja kąta światła:Nie:5,Zasilanie: ~230[V]/ nie wymaga transformatora:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metalowy:10,Styl:Loft:11,Ilość źródeł światła:1 źródło:12,Regulacja wysokości:Nie:13,";"50,00 zł";"1";"35";"Light Home ";"FUSION 1546/1/P";"FUSION 1546/1/P";"10"
"161";"Nowoczesna Lampa Wisząca Oryginalny Klosz";"https://light-home.pl/2253-thickbox_default/nowoczesna-lampa-wiszaca-kula.jpg,https://light-home.pl/2254-thickbox_default/nowoczesna-lampa-wiszaca-kula.jpg,https://light-home.pl/2255-thickbox_default/nowoczesna-lampa-wiszaca-kula.jpg,https://light-home.pl/2256-thickbox_default/nowoczesna-lampa-wiszaca-kula.jpg,https://light-home.pl/2257-thickbox_default/nowoczesna-lampa-wiszaca-kula.jpg,https://light-home.pl/2258-thickbox_default/nowoczesna-lampa-wiszaca-kula.jpg,https://light-home.pl/3949-thickbox_default/nowoczesna-lampa-wiszaca-kula.jpg,https://light-home.pl/3950-thickbox_default/nowoczesna-lampa-wiszaca-kula.jpg,https://light-home.pl/3951-thickbox_default/nowoczesna-lampa-wiszaca-kula.jpg,https://light-home.pl/3952-thickbox_default/nowoczesna-lampa-wiszaca-kula.jpg,";"<p><strong>Nowoczesna lampa wisząca kula wiele kolorów</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Brąz (wenge):2,Kolor:Grafit z brokatem:3,Kolor:Szary:4,Kolor:Czarny:5,Kolor:Biały:6,Kolor:Miedź:7,Wymiary:wysokość całkowita 100 cm - regulowana / szerokość 35 cm:8,Wymiary Klosza:wysokość 23 cm / szerokość 35 cm:9,Regulacja kąta światła:Nie:10,Zasilanie: ~230[V]/ nie wymaga transformatora:11,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:12,Rodzaj gwintu:żarówka gwint E27:13,Gwarancja:24 miesiące:14,Rodzaj klosza:Metalowy:15,Styl:Nowoczesny:16,Ilość źródeł światła:1 źródło:17,Regulacja wysokości:Tak:18,";"139,00 zł";"1";"17";"Light Home ";"";"";"10"
